BrandCode,BrandName,CatalogueCode,CatalogueName,CategoryCode,CategoryName,MainImage,ModelNumber,Offer,ProductName,RatingValue,RegularPrice,SKU,StockAvailability,URL,VendorCode,page,reviews
,,,female,,female-shoes,https://edge.curalate.com/v1/img/UVnZ6foYOJZz5jyASw_1-ewiHDToYb-W5bPI1lW6m9Q=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling N Gold Shoes | Size 5.0 | Black | Synthetic,0,75.0,6cdf5266-df36-49fd-8ab8-9b756f52e098,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-n-gold/186011_BLK.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/0TNhjg4-NZLghjQFpm3_uAfHc5pqweqDw4sBfrItUv0=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling N Gold Shoes | Size 6.0 | Pink | Synthetic,0,75.0,02ce5cd8-4a0e-42df-87b1-315300532b49,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-n-gold/186011_PNK.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/8FUrX3Phdk8-toP-uH7wUfgjIIHjo7B96AiEIAOZVTo=,,0,Skechers Women's Premium Leather Slip-ins Snoop One - Double G Sneaker | Size 7.5 | Black/White | Leather/Synthetic/Textile,0,100.0,fe6e9335-d8ea-45f5-a0a8-8c1f2a9408f7,true,https://www.skechers.com/premium-leather-slip-ins-snoop-one---double-g/186002_BKW.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/UVnZ6foYOJZz5jyASw_1-ewiHDToYb-W5bPI1lW6m9Q=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling N Gold Shoes | Size 5.0 | Black | Synthetic,0,75.0,f784cd98-f34a-4c86-b038-29d037e9cb60,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-n-gold/186011_BLK.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/UVnZ6foYOJZz5jyASw_1-ewiHDToYb-W5bPI1lW6m9Q=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling N Gold Shoes | Size 5.0 | Black | Synthetic,0,75.0,8ea4407c-4391-4515-ab91-45da1129c3b9,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-n-gold/186011_BLK.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/JDQ0SnPVHI-sS5M92QoK1at5qHjYMeHAoRr6zQmfls4=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling N Gold Shoes | Size 5.0 | White | Synthetic,0,75.0,43626c41-2e4d-44be-8dc8-f042669cabcf,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-n-gold/186011_WHT.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/eeTCEHviGewtEVp1YWHK5QgxBo2VsdIbh53LwUw01Vc=,,0,Skechers Women's Premium Leather Slip-ins Snoop One - OG Sneaker | Size 5.5 | Black | Leather/Textile,0,100.0,7e8f684e-0bd4-42f3-92b0-851da18e8fa5,true,https://www.skechers.com/premium-leather-slip-ins-snoop-one---og/186001_BBK.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/_r6nab8nQCdAfrGMVtTzR-XZKXi0h_YOepA1VE-hSsA=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling Glitz Shoes | Size 6.0 | White | Synthetic/Textile,0,75.0,c5db7ebb-4879-4ec8-8641-aa4169662a7a,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-glitz/186010_WHT.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/_r6nab8nQCdAfrGMVtTzR-XZKXi0h_YOepA1VE-hSsA=,,0,Skechers Women's Snoop Dogg: Arch Fit Footsteps - Rolling Glitz Shoes | Size 6.0 | White | Synthetic/Textile,0,75.0,3f6fb5dd-6e8b-4514-8677-501ee0f04c4e,true,https://www.skechers.com/snoop-dogg-arch-fit-footsteps---rolling-glitz/186010_WHT.html,17,0,
,,,male,,male-shoes,https://edge.curalate.com/v1/img/7oyUpeNBU_qjmJ5UL19dEBTNbY7yyqfW2lLctJKXc1g=,,0,Skechers Men's Tres-Air Uno - Revolution-Airy Sneaker | Size 11.5 | Black | Textile/Synthetic,0,85.0,838ef4f5-8893-465b-931b-02a4172862e3,true,https://www.skechers.com/tres-air-uno---revolution-airy/183070_BLK.html,17,0,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/j-yTeLoLyBSJCHzJWTC1aTLtF9eMEqryd0btjeNITCc=,,67.99,Skechers Women's Uno - Cosmic Rainbow Sneaker | Size 8.0 | Black | Synthetic/Textile,0,85.0,ccc7e3ea-46ee-491b-b4b0-9782eba01059,true,https://www.skechers.com/uno%C2%A0--cosmic-rainbow/155182_BKMT.html,17,1,
